200 200
1 1 5077.390000
1 2 5461.800000
1 3 5002.070000
1 4 5124.270000
1 5 5367.960000
1 6 4981.210000
1 7 4978.520000
1 8 5232.490000
1 9 5008.420000
1 10 5064.070000
1 11 5257.220000
1 12 5358.490000
1 13 5315.430000
1 14 5184.120000
1 15 5787.740000
1 16 5275.710000
1 17 5040.870000
1 18 5147.640000
1 19 5270.920000
1 20 5461.310000
1 21 5147.170000
1 22 5120.730000
1 23 5261.170000
1 24 5635.090000
1 25 5537.390000
1 26 5597.700000
1 27 5214.050000
1 28 5310.340000
1 29 5057.180000
1 30 5381.620000
1 31 5038.470000
1 32 5246.580000
1 33 5249.140000
1 34 5056.100000
1 35 5688.240000
1 36 4929.390000
1 37 4690.840000
1 38 5270.320000
1 39 5237.760000
1 40 5337.460000
1 41 5165.940000
1 42 5534.080000
1 43 5438.850000
1 44 5154.810000
1 45 5020.180000
1 46 5657.790000
1 47 5520.190000
1 48 5062.260000
1 49 5210.450000
1 50 5199.110000
1 51 5476.430000
1 52 4968.650000
1 53 5607.040000
1 54 5186.280000
1 55 5410.420000
1 56 5089.440000
1 57 5450.280000
1 58 5515.020000
1 59 5595.020000
1 60 5476.830000
1 61 5320.710000
1 62 4863.850000
1 63 5387.050000
1 64 5619.870000
1 65 5890.480000
1 66 5037.400000
1 67 4721.140000
1 68 5319.180000
1 69 5305.680000
1 70 5411.240000
1 71 5132.350000
1 72 5308.640000
1 73 5209.040000
1 74 5674.110000
1 75 5147.910000
1 76 5535.820000
1 77 5247.350000
1 78 5371.770000
1 79 4920.720000
1 80 5178.430000
1 81 5180.510000
1 82 5272.070000
1 83 5692.670000
1 84 5237.330000
1 85 4933.900000
1 86 5047.180000
1 87 5503.140000
1 88 4991.570000
1 89 5135.490000
1 90 4906.710000
1 91 5520.740000
1 92 5627.150000
1 93 5428.240000
1 94 4877.770000
1 95 5155.810000
1 96 5395.960000
1 97 5181.160000
1 98 5411.700000
1 99 5408.280000
1 100 5173.840000
1 101 5431.620000
1 102 5380.970000
1 103 5260.590000
1 104 5431.450000
1 105 5132.250000
1 106 5070.190000
1 107 4949.520000
1 108 5033.110000
1 109 5398.650000
1 110 5645.260000
1 111 5454.530000
1 112 5282.520000
1 113 5367.580000
1 114 5209.470000
1 115 5405.370000
1 116 5104.450000
1 117 5104.810000
1 118 5427.260000
1 119 5524.120000
1 120 5163.870000
1 121 5282.980000
1 122 5273.710000
1 123 5732.480000
1 124 5301.600000
