400 400
1 1 5.3
1 2 9.7
1 3 7.8
1 4 6.3
1 5 3.2
1 6 3.2
1 7 1.2
1 8 7.2
1 9 9.9
1 10 5.7
1 11 3.1
1 12 8.0
1 13 7.1
1 14 1.1
1 15 3.3
1 16 6.5
1 17 3.5
1 18 1.6
1 19 4.0
1 20 4.6
1 21 0.2
1 22 7.1
1 23 5.6
1 24 3.9
1 25 7.6
1 26 4.7
1 27 9.9
1 28 7.9
1 29 8.3
1 30 6.1
1 31 5.6
1 32 3.6
1 33 5.8
1 34 3.3
1 35 9.9
1 36 9.0
1 37 6.5
1 38 1.0
1 39 6.2
1 40 6.4
1 41 6.7
1 42 9.3
1 43 4.4
1 44 3.8
1 45 0.4
1 46 7.7
1 47 0.3
1 48 3.8
1 49 9.3
1 50 4.3
1 51 8.4
1 52 9.6
1 53 1.4
1 54 4.1
1 55 3.5
1 56 9.0
1 57 8.8
1 58 3.4
1 59 6.9
1 60 7.0
1 61 9.5
1 62 2.5
1 63 0.6
1 64 5.3
1 65 5.8
1 66 0.5
1 67 4.3
1 68 2.4
1 69 1.5
1 70 0.5
1 71 8.8
1 72 8.2
1 73 9.7
1 74 3.2
1 75 2.0
1 76 0.1
1 77 1.0
1 78 2.3
1 79 4.0
1 80 0.3
1 81 6.6
1 82 2.4
1 83 9.9
1 84 8.1
1 85 6.5
1 86 3.3
1 87 7.1
1 88 5.3
1 89 6.7
1 90 4.0
1 91 2.3
1 92 6.2
1 93 6.5
1 94 2.9
1 95 1.5
1 96 2.4
1 97 3.4
1 98 5.7
1 99 4.7
1 100 4.9
1 101 6.2
1 102 3.5
1 103 3.1
1 104 5.9
1 105 6.7
1 106 5.2
1 107 6.1
1 108 7.7
1 109 7.5
1 111 8.0
1 112 4.2
1 113 2.5
1 114 7.9
1 115 2.2
1 116 9.0
1 117 1.2
1 118 9.3
1 119 4.3
1 120 7.9
1 121 3.3
1 122 6.7
1 123 4.1
1 124 9.8
1 125 9.6
1 126 5.6
1 127 2.2
1 128 3.0
1 129 1.3
1 130 6.9
1 131 7.9
1 132 7.5
1 133 0.5
1 134 1.1
1 135 3.5
1 136 7.2
1 137 6.2
1 138 9.6
1 139 4.9
1 140 3.7
1 141 9.6
1 142 2.9
1 143 7.9
1 144 2.1
1 145 0.8
1 146 0.1
1 147 1.2
1 148 2.0
1 149 9.4
1 150 5.5
1 151 10.0
1 152 2.8
1 153 2.1
1 154 4.1
1 155 2.6
1 156 1.8
1 157 9.7
1 158 4.8
1 159 4.8
1 160 1.0
1 161 1.7
1 162 2.7
1 163 8.6
1 164 2.2
1 165 3.8
1 166 2.1
1 167 9.4
1 169 1.7
1 170 4.3
1 171 3.8
1 172 1.3
1 173 7.2
1 174 1.7
1 175 3.4
1 176 8.0
1 177 1.8
1 178 4.6
1 180 1.3
1 182 10.0
1 183 4.0
1 184 2.2
1 185 4.1
1 186 6.6
1 187 4.0
1 188 3.8
1 189 1.4
1 190 8.8
1 191 4.8
1 192 3.1
1 193 1.5
1 194 3.4
1 195 5.2
1 196 5.3
1 197 5.5
1 198 4.6
1 199 5.3
1 200 7.2
1 201 8.9
1 202 9.1
1 203 8.5
1 204 6.0
1 205 0.8
1 206 1.9
1 207 4.0
1 208 2.6
1 209 6.5
1 210 4.0
1 211 3.9
1 212 6.6
1 213 4.0
1 214 7.9
1 215 8.9
1 216 8.1
1 217 4.5
1 218 2.9
1 219 1.9
1 220 5.8
1 221 1.7
1 222 6.7
1 223 8.9
1 224 3.2
1 225 0.1
1 226 4.1
1 227 8.5
1 228 5.6
1 229 8.7
1 230 3.8
1 231 2.8
1 232 7.6
1 233 2.9
1 234 1.2
1 235 3.6
1 236 3.7
1 237 3.1
1 238 7.6
1 239 6.3
1 240 9.6
1 241 1.7
1 242 0.2
1 243 6.3
1 244 5.7
1 245 8.0
1 246 5.1
1 247 3.8
1 248 2.5
1 249 8.0
1 250 5.7
1 251 8.3
1 252 9.7
1 253 2.4
1 254 7.2
1 255 2.9
1 256 2.5
1 257 1.3
1 258 1.4
1 259 8.1
1 261 5.2
1 262 0.8
1 263 7.6
1 264 8.1
1 265 2.0
1 266 1.2
1 267 1.8
1 268 5.2
1 269 8.8
1 270 8.1
1 271 4.8
1 272 0.5
1 273 8.3
1 274 1.1
1 275 6.2
1 276 6.3
1 277 6.2
1 278 9.9
1 279 8.8
1 280 4.2
1 281 5.6
1 282 7.1
1 283 3.9
1 284 7.9
1 285 4.3
1 286 6.8
1 287 0.4
1 288 5.6
1 289 8.2
1 290 8.5
1 291 5.6
1 292 3.3
1 293 9.3
1 294 3.2
1 295 1.4
1 296 1.4
1 297 4.3
1 298 3.2
1 299 6.5
1 300 3.1
1 301 1.3
1 302 1.3
1 303 3.6
1 304 9.6
1 305 2.4
1 306 9.8
1 307 5.9
1 308 8.6
1 309 9.7
1 310 4.7
1 311 2.9
1 312 5.3
1 313 1.8
1 314 6.8
1 315 3.3
1 316 6.0
1 317 3.6
1 318 3.7
1 319 1.6
1 320 1.8
1 321 2.2
1 322 7.2
1 323 5.1
1 324 1.5
1 325 0.3
1 326 6.5
1 327 2.8
1 328 4.7
1 329 9.8
1 330 9.3
1 331 7.8
1 332 1.1
1 333 0.7
1 334 1.5
1 335 0.7
1 336 3.1
1 337 1.2
1 338 6.5
1 339 1.7
1 340 1.0
1 341 1.2
1 342 4.6
1 343 6.3
1 344 3.0
1 345 1.4
1 346 9.5
1 347 9.0
1 348 5.0
1 349 3.2
1 350 0.6
1 351 6.8
1 352 5.4
1 353 7.7
1 354 1.9
1 355 6.8
1 356 8.1
1 357 8.5
1 358 9.7
1 359 2.8
1 360 8.2
1 361 9.0
1 362 0.6
1 363 9.3
1 364 9.7
1 365 2.0
1 366 9.9
1 367 2.7
1 368 3.3
1 369 6.5
1 370 4.5
1 371 4.2
1 372 7.7
1 373 9.0
1 374 0.5
1 375 0.7
1 376 0.4
1 378 9.6
1 379 5.4
1 380 3.3
1 381 0.2
1 382 2.2
1 383 8.7
1 384 8.0
1 385 4.1
1 386 5.5
1 387 6.0
1 388 2.6
1 389 5.2
1 390 8.8
1 391 0.8
1 392 4.2
1 393 9.4
1 395 3.8
1 396 1.4
