400 400
1 1 8.4
1 2 3.9
1 3 7.8
1 4 8.0
1 5 9.1
1 6 2.0
1 7 3.4
1 8 7.7
1 9 2.8
1 10 5.5
1 11 4.8
1 12 6.3
1 13 3.6
1 14 5.1
1 15 9.5
1 16 9.2
1 17 6.4
1 18 7.2
1 19 1.4
1 20 6.1
1 21 0.2
1 22 2.4
1 23 1.4
1 24 8.0
1 25 1.6
1 26 4.0
1 27 1.3
1 28 1.1
1 29 10.0
1 30 2.2
1 31 5.1
1 32 8.4
1 33 6.1
1 34 3.0
1 35 6.4
1 36 5.2
1 37 4.9
1 38 9.7
1 39 2.9
1 40 7.7
1 41 5.3
1 42 7.7
1 43 4.0
1 44 8.9
1 45 2.8
1 46 3.5
1 47 8.1
1 48 9.2
1 49 0.7
1 50 9.5
1 51 5.3
1 52 0.9
1 53 1.9
1 54 6.6
1 55 8.9
1 56 3.5
1 57 0.6
1 58 0.2
1 59 4.6
1 60 0.6
1 61 2.4
1 62 9.7
1 63 9.0
1 64 8.5
1 65 2.7
1 66 5.4
1 67 3.8
1 68 7.6
1 69 5.1
1 70 6.7
1 71 5.3
1 72 0.4
1 73 4.4
1 74 9.3
1 75 9.3
1 76 7.2
1 77 2.8
1 78 7.4
1 79 6.4
1 80 3.5
1 81 6.9
1 82 1.7
1 83 4.4
1 84 8.8
1 85 8.3
1 86 3.3
1 87 2.3
1 88 8.9
1 89 3.5
1 90 6.9
1 91 9.6
1 92 5.9
1 93 6.6
1 94 8.6
1 95 4.4
1 96 9.2
1 97 4.0
1 98 8.1
1 99 6.8
1 100 9.1
1 101 4.8
1 102 2.2
1 103 9.5
1 104 9.2
1 105 1.5
1 106 8.8
1 107 6.4
1 108 4.3
1 109 6.2
1 110 2.8
1 111 7.9
1 112 3.1
1 113 4.5
1 114 2.3
1 115 1.9
1 116 2.8
1 117 5.6
1 118 4.2
1 119 1.7
1 120 9.1
1 121 1.0
1 122 1.3
1 123 5.0
1 124 7.6
1 125 9.8
1 126 9.4
1 127 6.8
1 128 3.8
1 129 7.5
1 130 3.7
1 131 2.9
1 132 2.3
1 133 5.8
1 134 2.4
1 135 1.5
1 136 7.3
1 137 1.3
1 138 7.9
1 139 1.6
1 140 7.5
1 141 0.7
1 142 9.5
1 143 0.5
1 144 5.2
1 145 1.8
1 146 2.4
1 147 8.0
1 148 7.3
1 149 6.6
1 150 9.7
1 151 6.4
1 152 7.6
1 153 0.9
1 154 1.3
1 155 5.2
1 156 0.8
1 157 0.7
1 158 2.0
1 159 4.6
1 160 8.2
1 161 5.7
1 162 7.6
1 163 0.5
1 164 1.6
1 165 10.0
1 166 2.0
1 167 8.9
1 168 1.3
1 169 10.0
1 170 0.5
1 171 8.7
1 172 0.7
1 174 9.2
1 175 5.9
1 176 1.8
1 177 1.6
1 178 3.9
1 179 9.1
1 180 8.2
1 181 3.6
1 182 5.5
1 183 5.8
1 184 4.5
1 185 6.9
1 186 1.0
1 187 5.3
1 188 7.6
1 189 3.0
1 190 9.9
1 191 5.8
1 192 8.8
1 193 7.5
1 194 6.3
1 195 0.4
1 196 7.5
1 197 8.3
1 198 9.3
1 199 8.7
1 200 8.3
1 201 9.8
1 202 7.4
1 203 9.0
1 204 9.8
1 205 6.7
1 206 5.0
1 207 1.6
1 208 8.3
1 209 8.9
1 210 0.8
1 211 6.5
1 212 2.5
1 213 6.3
1 214 2.3
1 215 7.0
1 216 3.2
1 217 3.3
1 218 2.3
1 219 0.7
1 220 6.3
1 221 2.2
1 222 6.5
1 223 5.1
1 224 9.7
1 225 2.8
1 226 5.5
1 227 7.2
1 228 1.1
1 229 4.7
1 230 5.9
1 231 9.4
1 232 4.5
1 233 3.4
1 234 8.5
1 235 4.3
1 237 3.4
1 238 6.0
1 239 8.3
1 240 2.3
1 241 6.8
1 242 4.8
1 243 4.8
1 244 3.0
1 245 7.1
1 246 1.8
1 247 6.2
1 248 0.4
1 249 4.1
1 250 7.0
1 251 6.7
1 252 6.4
1 253 3.5
1 254 1.8
1 255 6.1
1 256 6.3
1 257 7.3
1 258 3.3
1 259 7.4
1 260 2.0
1 261 9.2
1 262 6.8
1 263 6.5
1 264 2.6
1 265 5.3
1 266 0.9
1 267 2.6
1 268 8.8
1 269 6.9
1 270 0.9
1 271 1.1
1 272 3.6
1 273 5.8
1 274 5.9
1 275 6.7
1 276 2.9
1 277 7.8
1 278 2.9
1 279 3.3
1 280 1.9
1 281 9.8
1 283 8.3
1 284 3.3
1 285 1.9
1 286 4.4
1 287 9.6
1 288 9.2
1 289 7.6
1 290 7.0
1 291 1.2
1 292 6.9
1 293 3.8
1 294 7.7
1 295 9.4
1 296 9.2
1 297 8.6
1 298 2.0
1 299 7.9
1 300 5.5
1 301 3.0
1 302 9.0
1 303 9.1
1 304 8.7
1 305 5.0
1 306 5.8
1 307 1.6
1 308 2.7
1 309 8.6
1 310 4.9
1 311 4.6
1 312 8.5
1 313 5.0
1 314 2.9
1 315 1.8
1 316 6.8
1 317 7.3
1 318 1.4
1 319 6.0
1 320 4.9
1 321 8.4
1 322 7.2
1 323 1.8
1 324 2.2
1 325 5.0
1 326 1.2
1 327 1.4
1 328 3.6
1 329 3.2
1 330 9.3
1 331 9.1
1 332 6.2
1 333 8.4
1 334 8.2
1 335 5.0
1 336 3.3
1 337 3.9
1 338 6.6
1 339 6.1
1 340 2.6
1 341 1.5
1 342 0.7
1 343 1.1
1 344 6.5
1 345 3.6
1 346 2.9
1 347 3.3
1 348 0.9
1 349 4.3
1 350 9.3
1 351 5.8
1 352 2.7
1 353 6.6
1 354 7.6
1 355 4.9
1 356 1.6
1 357 8.8
1 358 6.3
1 359 5.2
1 360 2.1
1 361 5.6
1 362 4.3
1 363 8.3
1 364 3.9
1 365 2.4
1 366 3.3
1 367 7.3
1 368 6.4
1 369 9.8
1 370 3.4
1 371 9.0
1 372 1.4
1 373 4.1
1 375 7.8
1 376 7.7
1 377 2.9
1 378 1.1
1 379 8.7
1 380 7.2
1 381 0.5
1 382 4.5
1 383 9.9
1 384 7.1
1 385 2.1
1 386 4.7
1 387 8.7
1 388 0.9
1 389 1.0
1 390 3.8
1 391 3.0
1 392 6.6
1 393 8.1
1 394 1.3
1 395 0.5
1 396 0.5
1 397 4.6
1 398 7.8
1 399 6.9
1 400 4.4
2 1 1.2
2 2 5.9
2 3 5.8
2 4 5.3
2 5 6.0
2 6 3.6
2 7 3.0
2 8 8.9
2 9 4.8
2 10 1.7
2 11 6.1
2 12 5.3
2 13 6.2
2 14 6.0
2 15 2.3
2 16 8.3
2 17 0.7
2 18 1.0
2 19 9.2
2 20 1.7
2 21 4.8
2 22 2.3
2 23 8.3
2 24 2.9
2 25 3.6
2 26 8.8
2 27 3.4
2 28 8.1
2 29 6.6
2 30 0.4
2 31 2.6
2 32 7.8
2 33 6.3
2 34 8.4
2 35 3.1
2 36 2.2
2 37 2.0
2 38 6.1
2 39 1.1
2 40 6.7
2 41 7.8
2 42 7.2
2 43 2.0
2 44 4.0
2 45 3.2
2 46 4.3
2 47 2.3
2 48 3.9
2 49 5.3
2 50 1.5
2 51 5.6
2 52 0.1
2 53 3.8
2 54 3.8
2 55 3.1
2 56 7.4
2 57 2.6
2 58 6.5
2 59 5.5
2 60 9.2
2 61 6.9
2 62 8.1
2 63 7.0
2 64 3.1
2 65 6.5
2 67 5.3
2 68 8.4
2 69 6.2
2 70 6.4
2 71 5.2
2 72 4.0
2 73 3.6
2 74 7.2
2 75 8.0
2 76 6.8
2 77 1.5
2 78 0.3
2 79 0.6
2 80 6.9
2 81 1.9
2 82 6.2
2 83 7.0
2 84 5.7
2 87 3.1
2 88 2.6
2 89 6.6
2 90 8.6
2 91 1.8
2 92 3.4
2 93 6.7
2 94 8.8
2 95 6.5
2 96 3.1
2 97 8.9
2 98 1.9
2 99 1.6
2 100 5.0
2 101 8.3
2 102 6.8
2 103 9.0
2 104 1.9
2 105 3.9
2 106 7.1
2 107 8.7
2 108 5.5
2 109 7.4
2 110 9.3
2 111 2.3
2 112 9.3
2 113 5.5
2 114 9.3
2 115 4.9
2 116 5.5
2 117 9.4
2 118 8.0
2 119 8.1
2 120 5.9
2 121 6.6
2 122 10.0
2 123 9.4
2 124 3.2
2 125 8.7
2 126 5.9
2 127 6.4
2 128 7.6
2 129 7.8
2 130 7.9
2 131 2.6
2 132 6.0
2 133 4.7
2 134 1.7
2 135 8.0
2 136 8.7
2 137 8.7
2 138 6.6
2 139 4.1
2 140 6.1
2 141 6.0
2 142 6.5
2 143 5.4
2 144 1.5
2 145 5.8
2 146 0.3
2 147 7.0
2 148 5.2
2 149 8.3
2 150 5.2
2 151 1.1
2 152 4.9
2 153 5.1
2 154 0.5
2 155 8.1
2 156 3.8
2 157 6.4
2 158 4.5
2 159 1.4
2 160 4.1
2 161 2.5
2 162 4.1
2 163 0.2
2 164 7.2
2 165 5.7
2 166 8.1
2 167 5.8
2 168 4.5
2 169 4.8
2 170 10.0
2 171 0.6
2 172 0.7
2 173 6.4
2 174 6.0
2 175 2.2
2 176 2.2
2 177 6.3
2 178 9.2
2 179 7.4
2 180 4.6
2 181 4.4
2 182 8.5
2 183 9.5
2 184 9.5
2 185 9.0
2 186 7.7
2 187 3.3
2 188 5.4
2 189 2.2
2 190 4.8
2 191 9.5
2 192 4.7
2 193 8.8
2 194 9.7
2 195 1.8
2 196 4.6
2 197 7.8
2 198 7.7
2 199 9.0
2 200 2.6
2 201 7.6
2 202 9.6
2 203 3.3
2 204 4.0
2 205 5.6
2 206 5.5
2 207 6.2
2 208 1.9
2 209 4.8
2 210 3.6
2 211 6.5
2 212 9.2
2 213 2.1
2 214 6.1
2 215 8.7
2 216 1.1
2 217 3.7
2 218 2.0
2 219 6.5
2 220 5.9
2 221 6.8
2 222 6.0
2 223 0.6
2 224 5.6
2 225 5.6
2 226 2.4
2 227 0.2
2 228 3.4
2 230 9.2
2 231 6.0
2 232 7.7
2 233 8.9
2 234 9.3
2 235 1.7
2 236 4.5
2 237 4.9
2 238 8.0
2 239 6.4
2 240 9.7
2 241 1.6
2 242 2.9
2 243 8.8
2 244 3.7
2 245 9.0
2 246 7.5
2 247 4.8
2 248 2.7
2 249 9.5
2 250 1.2
2 251 8.7
2 252 6.2
2 253 7.2
2 254 9.2
2 255 1.8
2 256 2.8
2 257 1.7
2 258 2.0
2 259 6.3
2 260 1.8
2 261 1.3
2 262 2.3
2 263 9.5
2 264 0.1
2 265 1.6
2 266 1.2
2 267 4.6
2 268 6.5
2 269 9.2
2 270 1.0
2 271 6.1
2 272 0.7
2 273 3.9
2 274 5.0
2 275 4.4
2 276 2.9
2 277 2.4
2 278 9.1
2 279 5.7
2 280 1.9
2 281 0.3
2 282 4.3
2 283 8.1
2 284 7.5
2 285 3.6
2 286 10.0
2 287 0.4
2 288 5.2
2 289 2.0
2 290 6.6
2 291 7.0
2 292 3.3
2 293 8.9
2 294 6.5
2 295 3.4
2 296 0.5
2 297 7.7
2 298 8.0
2 299 7.0
2 300 6.8
2 301 9.0
2 302 3.1
2 303 7.5
2 304 3.0
2 305 8.1
2 306 1.9
2 307 5.9
2 308 0.5
2 309 1.0
2 310 1.6
2 311 2.4
2 312 1.4
2 313 5.9
2 314 0.6
2 315 8.9
2 316 9.5
2 317 0.6
2 318 9.3
2 319 4.7
2 320 2.6
2 321 5.9
2 322 1.7
2 323 5.8
2 324 4.8
2 325 8.2
2 326 9.3
2 327 5.3
2 328 5.8
2 329 7.3
2 330 2.3
2 331 2.6
2 332 6.3
2 333 5.4
2 334 0.2
2 335 9.3
2 336 3.5
2 337 2.1
2 338 5.2
