200 200
1 1 9.4
1 2 7.7
1 3 8.4
1 4 0.4
1 5 5.2
1 6 6.7
1 7 0.8
1 8 8.4
1 9 1.6
1 10 6.0
1 11 7.3
1 12 1.2
1 13 2.1
1 14 1.2
1 15 9.5
1 16 1.3
1 17 5.4
1 18 0.6
1 19 8.9
1 20 3.0
1 21 2.2
1 22 1.6
1 23 9.5
1 24 0.5
1 25 6.9
1 26 3.2
1 27 3.6
1 28 2.4
1 29 2.4
1 30 9.1
1 31 8.6
1 32 1.8
1 33 6.7
1 34 6.9
1 35 2.2
1 36 1.9
1 37 3.6
1 38 3.0
1 39 0.3
1 40 5.2
1 41 9.0
1 42 7.6
1 43 6.4
1 44 1.1
1 45 8.8
1 46 6.0
1 47 2.4
1 48 4.2
1 49 6.6
1 50 1.3
1 51 7.2
1 52 8.8
1 53 2.9
1 54 6.7
1 55 9.3
1 56 9.8
1 57 10.0
1 58 3.0
1 59 2.2
1 60 2.4
1 61 2.0
1 62 0.8
1 63 4.2
1 64 8.8
1 65 7.7
1 66 6.4
1 67 0.7
1 68 1.3
1 69 9.3
1 70 1.0
1 71 6.5
1 72 8.3
1 73 8.6
1 74 3.0
1 75 9.4
1 76 7.4
1 77 8.9
1 78 1.8
1 79 1.5
1 80 5.5
1 81 3.2
1 82 8.7
1 83 4.3
1 84 6.1
1 85 5.4
1 86 3.7
1 87 5.9
1 88 5.4
1 89 6.6
1 90 8.1
1 91 7.8
1 92 8.7
1 93 8.8
1 94 2.0
1 95 7.5
1 96 6.5
1 97 8.3
1 98 8.2
1 99 7.8
1 100 7.7
1 101 9.2
1 102 4.4
1 103 6.0
1 104 7.7
1 105 7.3
1 106 5.5
1 107 5.1
1 108 6.3
1 109 7.3
1 110 6.6
1 111 1.8
1 112 0.5
1 113 5.4
1 114 6.1
1 115 6.5
1 116 0.8
1 117 9.8
1 118 2.4
1 119 6.2
1 120 6.5
1 121 0.5
1 122 4.0
1 123 5.1
1 124 9.3
1 125 6.0
1 126 2.6
1 127 5.8
1 128 4.3
1 129 0.8
1 130 3.7
1 131 2.0
1 132 10.0
1 133 8.0
1 134 8.0
1 135 7.7
1 136 5.4
1 137 3.4
1 138 2.8
1 139 1.6
1 140 0.7
1 141 9.4
1 142 3.4
1 143 1.2
1 144 4.7
1 145 9.6
1 146 7.8
1 147 5.6
1 148 9.4
1 149 0.2
1 150 1.8
1 151 5.8
1 152 0.7
1 153 5.8
1 154 1.0
1 155 10.0
1 156 1.8
1 157 3.6
1 158 5.8
1 159 6.0
1 160 4.4
1 161 9.4
1 162 8.0
1 163 4.3
1 164 7.5
1 165 6.0
1 166 2.0
1 167 2.8
1 168 9.4
1 169 4.8
1 170 4.5
1 171 0.2
1 172 4.2
1 173 7.9
1 174 1.4
1 175 8.9
1 176 7.5
1 177 9.1
1 178 4.5
1 179 6.8
1 180 9.3
1 181 6.2
1 182 2.7
1 183 9.9
1 184 2.0
1 185 3.6
1 186 9.9
1 187 3.8
1 188 7.2
1 189 5.7
1 190 9.8
1 191 1.6
