600 600
1 1 8.4
1 2 3.9
1 3 7.8
1 4 8.0
1 5 9.1
1 6 2.0
1 7 3.4
1 8 7.7
1 9 2.8
1 10 5.5
1 11 4.8
1 12 6.3
1 13 3.6
1 14 5.1
1 15 9.5
1 16 9.2
1 17 6.4
1 18 7.2
1 19 1.4
1 20 6.1
1 21 0.2
1 22 2.4
1 23 1.4
1 24 8.0
1 25 1.6
1 26 4.0
1 27 1.3
1 28 1.1
1 29 10.0
1 30 2.2
1 31 5.1
1 32 8.4
1 33 6.1
1 34 3.0
1 35 6.4
1 36 5.2
1 37 4.9
1 38 9.7
1 39 2.9
1 40 7.7
1 41 5.3
1 42 7.7
1 43 4.0
1 44 8.9
1 45 2.8
1 46 3.5
1 47 8.1
1 48 9.2
1 49 0.7
1 50 9.5
1 51 5.3
1 52 0.9
1 53 1.9
1 54 6.6
1 55 8.9
1 56 3.5
1 57 0.6
1 58 0.2
1 59 4.6
1 60 0.6
1 61 2.4
1 62 9.7
1 63 9.0
1 64 8.5
1 65 2.7
1 66 5.4
1 67 3.8
1 68 7.6
1 69 5.1
1 70 6.7
1 71 5.3
1 72 0.4
1 73 4.4
1 74 9.3
1 75 9.3
1 76 7.2
1 77 2.8
1 78 7.4
1 79 6.4
1 80 3.5
1 81 6.9
1 82 1.7
1 83 4.4
1 84 8.8
1 85 8.3
1 86 3.3
1 87 2.3
1 88 8.9
1 89 3.5
1 90 6.9
1 91 9.6
1 92 5.9
1 93 6.6
1 94 8.6
1 95 4.4
1 96 9.2
1 97 4.0
1 98 8.1
1 99 6.8
1 100 9.1
1 101 4.8
1 102 2.2
1 103 9.5
1 104 9.2
1 105 1.5
1 106 8.8
1 107 6.4
1 108 4.3
1 109 6.2
1 110 2.8
1 111 7.9
1 112 3.1
1 113 4.5
1 114 2.3
1 115 1.9
1 116 2.8
1 117 5.6
1 118 4.2
1 119 1.7
1 120 9.1
1 121 1.0
1 122 1.3
1 123 5.0
1 124 7.6
1 125 9.8
1 126 9.4
1 127 6.8
1 128 3.8
1 129 7.5
1 130 3.7
1 131 2.9
1 132 2.3
1 133 5.8
1 134 2.4
1 135 1.5
1 136 7.3
1 137 1.3
1 138 7.9
1 139 1.6
1 140 7.5
1 141 0.7
1 142 9.5
1 143 0.5
1 144 5.2
1 145 1.8
1 146 2.4
1 147 8.0
1 148 7.3
1 149 6.6
1 150 9.7
1 151 6.4
1 152 7.6
1 153 0.9
1 154 1.3
1 155 5.2
1 156 0.8
1 157 0.7
1 158 2.0
1 159 4.6
1 160 8.2
1 161 5.7
1 162 7.6
1 163 0.5
1 164 1.6
1 165 10.0
1 166 2.0
1 167 8.9
1 168 1.3
1 169 10.0
1 170 0.5
1 171 8.7
1 172 0.7
1 174 9.2
1 175 5.9
1 176 1.8
1 177 1.6
1 178 3.9
1 179 9.1
1 180 8.2
1 181 3.6
1 182 5.5
1 183 5.8
1 184 4.5
1 185 6.9
1 186 1.0
1 187 5.3
1 188 7.6
1 189 3.0
1 190 9.9
1 191 5.8
1 192 8.8
1 193 7.5
1 194 6.3
1 195 0.4
1 196 7.5
1 197 8.3
1 198 9.3
1 199 8.7
1 200 8.3
1 201 9.8
1 202 7.4
1 203 9.0
1 204 9.8
1 205 6.7
1 206 5.0
1 207 1.6
1 208 8.3
1 209 8.9
1 210 0.8
1 211 6.5
1 212 2.5
1 213 6.3
1 214 2.3
1 215 7.0
1 216 3.2
1 217 3.3
1 218 2.3
1 219 0.7
1 220 6.3
1 221 2.2
1 222 6.5
1 223 5.1
1 224 9.7
1 225 2.8
1 226 5.5
1 227 7.2
1 228 1.1
1 229 4.7
1 230 5.9
1 231 9.4
1 232 4.5
1 233 3.4
1 234 8.5
1 235 4.3
1 237 3.4
1 238 6.0
1 239 8.3
1 240 2.3
1 241 6.8
1 242 4.8
1 243 4.8
1 244 3.0
1 245 7.1
1 246 1.8
1 247 6.2
1 248 0.4
1 249 4.1
1 250 7.0
1 251 6.7
1 252 6.4
1 253 3.5
1 254 1.8
1 255 6.1
1 256 6.3
1 257 7.3
1 258 3.3
1 259 7.4
1 260 2.0
1 261 9.2
1 262 6.8
1 263 6.5
1 264 2.6
1 265 5.3
1 266 0.9
1 267 2.6
1 268 8.8
1 269 6.9
1 270 0.9
1 271 1.1
1 272 3.6
1 273 5.8
1 274 5.9
1 275 6.7
1 276 2.9
1 277 7.8
1 278 2.9
1 279 3.3
1 280 1.9
1 281 9.8
1 283 8.3
1 284 3.3
1 285 1.9
1 286 4.4
1 287 9.6
1 288 9.2
1 289 7.6
1 290 7.0
1 291 1.2
1 292 6.9
1 293 3.8
1 294 7.7
1 295 9.4
1 296 9.2
1 297 8.6
1 298 2.0
1 299 7.9
1 300 5.5
1 301 3.0
1 302 9.0
1 303 9.1
1 304 8.7
1 305 5.0
1 306 5.8
1 307 1.6
1 308 2.7
1 309 8.6
1 310 4.9
1 311 4.6
1 312 8.5
1 313 5.0
1 314 2.9
1 315 1.8
1 316 6.8
1 317 7.3
1 318 1.4
1 319 6.0
1 320 4.9
1 321 8.4
1 322 7.2
1 323 1.8
1 324 2.2
1 325 5.0
1 326 1.2
1 327 1.4
1 328 3.6
1 329 3.2
1 330 9.3
1 331 9.1
1 332 6.2
1 333 8.4
1 334 8.2
1 335 5.0
1 336 3.3
1 337 3.9
1 338 6.6
1 339 6.1
1 340 2.6
1 341 1.5
1 342 0.7
1 343 1.1
1 344 6.5
1 345 3.6
1 346 2.9
1 347 3.3
1 348 0.9
1 349 4.3
1 350 9.3
1 351 5.8
1 352 2.7
1 353 6.6
1 354 7.6
1 355 4.9
1 356 1.6
1 357 8.8
1 358 6.3
1 359 5.2
1 360 2.1
1 361 5.6
1 362 4.3
1 363 8.3
1 364 3.9
1 365 2.4
1 366 3.3
1 367 7.3
1 368 6.4
1 369 9.8
1 370 3.4
1 371 9.0
1 372 1.4
1 373 4.1
1 375 7.8
1 376 7.7
1 377 2.9
1 378 1.1
1 379 8.7
1 380 7.2
1 381 0.5
1 382 4.5
1 383 9.9
1 384 7.1
1 385 2.1
1 386 4.7
1 387 8.7
1 388 0.9
1 389 1.0
1 390 3.8
1 391 3.0
1 392 6.6
1 393 8.1
1 394 1.3
1 395 0.5
1 396 0.5
1 397 4.6
1 398 7.8
1 399 6.9
1 400 4.4
1 401 1.2
1 402 5.9
1 403 5.8
1 404 5.3
1 405 6.0
1 406 3.6
1 407 3.0
1 408 8.9
1 409 4.8
1 410 1.7
1 411 6.1
1 412 5.3
1 413 6.2
1 414 6.0
1 415 2.3
1 416 8.3
1 417 0.7
1 418 1.0
1 419 9.2
1 420 1.7
1 421 4.8
1 422 2.3
1 423 8.3
1 424 2.9
1 425 3.6
1 426 8.8
1 427 3.4
1 428 8.1
1 429 6.6
1 430 0.4
1 431 2.6
1 432 7.8
1 433 6.3
1 434 8.4
1 435 3.1
1 436 2.2
1 437 2.0
1 438 6.1
1 439 1.1
1 440 6.7
1 441 7.8
1 442 7.2
1 443 2.0
1 444 4.0
1 445 3.2
1 446 4.3
1 447 2.3
1 448 3.9
1 449 5.3
1 450 1.5
1 451 5.6
1 452 0.1
1 453 3.8
1 454 3.8
1 455 3.1
1 456 7.4
1 457 2.6
1 458 6.5
1 459 5.5
1 460 9.2
1 461 6.9
1 462 8.1
1 463 7.0
1 464 3.1
1 465 6.5
1 467 5.3
1 468 8.4
1 469 6.2
1 470 6.4
1 471 5.2
1 472 4.0
1 473 3.6
1 474 7.2
1 475 8.0
1 476 6.8
1 477 1.5
1 478 0.3
1 479 0.6
1 480 6.9
1 481 1.9
1 482 6.2
1 483 7.0
1 484 5.7
1 487 3.1
1 488 2.6
1 489 6.6
1 490 8.6
1 491 1.8
1 492 3.4
1 493 6.7
1 494 8.8
1 495 6.5
1 496 3.1
1 497 8.9
1 498 1.9
1 499 1.6
1 500 5.0
1 501 8.3
1 502 6.8
1 503 9.0
1 504 1.9
1 505 3.9
1 506 7.1
1 507 8.7
1 508 5.5
1 509 7.4
1 510 9.3
1 511 2.3
1 512 9.3
1 513 5.5
1 514 9.3
1 515 4.9
1 516 5.5
1 517 9.4
1 518 8.0
1 519 8.1
1 520 5.9
1 521 6.6
1 522 10.0
1 523 9.4
1 524 3.2
1 525 8.7
1 526 5.9
1 527 6.4
1 528 7.6
1 529 7.8
1 530 7.9
1 531 2.6
1 532 6.0
1 533 4.7
1 534 1.7
1 535 8.0
1 536 8.7
1 537 8.7
1 538 6.6
1 539 4.1
1 540 6.1
1 541 6.0
1 542 6.5
1 543 5.4
1 544 1.5
1 545 5.8
1 546 0.3
1 547 7.0
1 548 5.2
1 549 8.3
1 550 5.2
1 551 1.1
1 552 4.9
1 553 5.1
1 554 0.5
1 555 8.1
1 556 3.8
1 557 6.4
1 558 4.5
1 559 1.4
1 560 4.1
1 561 2.5
1 562 4.1
1 563 0.2
1 564 7.2
1 565 5.7
1 566 8.1
1 567 5.8
1 568 4.5
1 569 4.8
1 570 10.0
1 571 0.6
1 572 0.7
1 573 6.4
1 574 6.0
1 575 2.2
1 576 2.2
1 577 6.3
1 578 9.2
1 579 7.4
1 580 4.6
1 581 4.4
1 582 8.5
1 583 9.5
1 584 9.5
1 585 9.0
1 586 7.7
1 587 3.3
1 588 5.4
1 589 2.2
1 590 4.8
1 591 9.5
1 592 4.7
1 593 8.8
1 594 9.7
1 595 1.8
1 596 4.6
1 597 7.8
1 598 7.7
1 599 9.0
1 600 2.6
2 1 7.6
2 2 9.6
2 3 3.3
2 4 4.0
2 5 5.6
2 6 5.5
2 7 6.2
2 8 1.9
2 9 4.8
2 10 3.6
2 11 6.5
2 12 9.2
2 13 2.1
2 14 6.1
2 15 8.7
2 16 1.1
2 17 3.7
2 18 2.0
2 19 6.5
2 20 5.9
2 21 6.8
2 22 6.0
2 23 0.6
2 24 5.6
2 25 5.6
2 26 2.4
2 27 0.2
2 28 3.4
2 30 9.2
2 31 6.0
2 32 7.7
2 33 8.9
2 34 9.3
2 35 1.7
2 36 4.5
2 37 4.9
2 38 8.0
2 39 6.4
2 40 9.7
2 41 1.6
2 42 2.9
2 43 8.8
2 44 3.7
2 45 9.0
2 46 7.5
2 47 4.8
2 48 2.7
2 49 9.5
2 50 1.2
2 51 8.7
2 52 6.2
2 53 7.2
2 54 9.2
2 55 1.8
2 56 2.8
2 57 1.7
2 58 2.0
2 59 6.3
2 60 1.8
2 61 1.3
2 62 2.3
2 63 9.5
2 64 0.1
2 65 1.6
2 66 1.2
2 67 4.6
2 68 6.5
2 69 9.2
2 70 1.0
2 71 6.1
2 72 0.7
2 73 3.9
2 74 5.0
2 75 4.4
2 76 2.9
2 77 2.4
2 78 9.1
2 79 5.7
2 80 1.9
2 81 0.3
2 82 4.3
2 83 8.1
2 84 7.5
2 85 3.6
2 86 10.0
2 87 0.4
2 88 5.2
2 89 2.0
2 90 6.6
2 91 7.0
2 92 3.3
2 93 8.9
2 94 6.5
2 95 3.4
2 96 0.5
2 97 7.7
2 98 8.0
2 99 7.0
2 100 6.8
2 101 9.0
2 102 3.1
2 103 7.5
2 104 3.0
2 105 8.1
2 106 1.9
2 107 5.9
2 108 0.5
2 109 1.0
2 110 1.6
2 111 2.4
2 112 1.4
2 113 5.9
2 114 0.6
2 115 8.9
2 116 9.5
2 117 0.6
2 118 9.3
2 119 4.7
2 120 2.6
2 121 5.9
2 122 1.7
2 123 5.8
2 124 4.8
2 125 8.2
2 126 9.3
2 127 5.3
2 128 5.8
2 129 7.3
2 130 2.3
2 131 2.6
2 132 6.3
2 133 5.4
2 134 0.2
2 135 9.3
2 136 3.5
2 137 2.1
2 138 5.2
